species,matric_pot,hyphal_rate,type
a.musc.s,-4.56,4.5711e-5,smoothed
a.musc.s,-4.57,4.37180961947562e-5,smoothed
a.musc.s,-4.58,4.18078773406713e-5,smoothed
a.musc.s,-4.59,3.99771256924193e-5,smoothed
a.musc.s,-4.6,3.82227195257685e-5,smoothed
a.musc.s,-4.61,3.65416515649704e-5,smoothed
a.musc.s,-4.62,3.4931e-5,smoothed
a.musc.s,-4.63,3.33880504380112e-5,smoothed
a.musc.s,-4.64,3.191e-5,smoothed
a.musc.s,-4.65,3.04944097689232e-5,smoothed
a.musc.s,-4.66,2.91386665180282e-5,smoothed
a.musc.s,-4.67,2.78404137328335e-5,smoothed
a.musc.s,-4.68,2.65973438196794e-5,smoothed
a.musc.s,-4.69,2.54072359239107e-5,smoothed
a.musc.s,-4.7,2.4268e-5,smoothed
a.musc.s,-4.71,2.3177438527527e-5,smoothed
a.musc.s,-4.72,2.21337144368272e-5,smoothed
a.musc.s,-4.73,2.11348776314163e-5,smoothed
a.musc.s,-4.74,2.01790977152889e-5,smoothed
a.musc.s,-4.75,1.92646143564799e-5,smoothed
a.musc.s,-4.76,1.83897348067087e-5,smoothed
a.musc.s,-4.77,1.75528315002871e-5,smoothed
a.musc.s,-4.78,1.67523397301072e-5,smoothed
a.musc.s,-4.79,1.59867553985722e-5,smoothed
a.musc.s,-4.8,1.52546328413771e-5,smoothed
a.musc.s,-4.81,1.45545827220931e-5,smoothed
a.musc.s,-4.82,1.38852699955545e-5,smoothed
a.musc.s,-4.83,1.32454119380902e-5,smoothed
a.musc.s,-4.84,1.26337762426874e-5,smoothed
a.musc.s,-4.85,1.2049179177218e-5,smoothed
a.musc.s,-4.86,1.14904838039011e-5,smoothed
a.musc.s,-4.87,1.09565982582163e-5,smoothed
a.musc.s,-4.88,1.04464740855273e-5,smoothed
a.musc.s,-4.89,9.95910463371338e-6,smoothed
a.musc.s,-4.9,9.4935235001482e-6,smoothed
a.musc.s,-4.91,9.04880303140664e-6,smoothed
a.musc.s,-4.92,8.62405287411742e-6,smoothed
a.musc.s,-4.93,8.21841857542058e-6,smoothed
a.musc.s,-4.94,7.83108023152539e-6,smoothed
a.musc.s,-4.95,7.46125118290284e-6,smoothed
a.musc.s,-4.96,7.10817675468342e-6,smoothed
a.musc.s,-4.97,6.77113304086771e-6,smoothed
a.musc.s,-4.98,6.44942573099249e-6,smoothed
a.musc.s,-4.99,6.14238897793109e-6,smoothed
a.musc.s,-5,5.84938430553982e-6,smoothed
a.sin.n,-0,0.0163000788,smoothed
a.sin.n,-0.01,0.0224130148,smoothed
a.sin.n,-0.02,0.0303163658,smoothed
a.sin.n,-0.03,0.0403454778,smoothed
a.sin.n,-0.04,0.0528366447,smoothed
a.sin.n,-0.05,0.0681064074,smoothed
a.sin.n,-0.06,0.0864274246,smoothed
a.sin.n,-0.07,0.1080025842,smoothed
a.sin.n,-0.08,0.1329395995,smoothed
a.sin.n,-0.09,0.161228727,smoothed
a.sin.n,-0.1,0.1927263287,smoothed
a.sin.n,-0.11,0.2271467375,smoothed
a.sin.n,-0.12,0.2640642365,smoothed
a.sin.n,-0.13,0.3029259987,smoothed
a.sin.n,-0.14,0.3430756528,smoothed
a.sin.n,-0.15,0.3837859082,smoothed
a.sin.n,-0.16,0.4242975711,smoothed
a.sin.n,-0.17,0.4638614815,smoothed
a.sin.n,-0.18,0.5017795283,smoothed
a.sin.n,-0.19,0.53744102010000006,smoothed
a.sin.n,-0.2,0.5703512722,smoothed
a.sin.n,-0.21,0.600150242,smoothed
a.sin.n,-0.22,0.6266202232,smoothed
a.sin.n,-0.23,0.6496828453,smoothed
a.sin.n,-0.24,0.6693867172,smoothed
a.sin.n,-0.25,0.6858878793,smoothed
a.sin.n,-0.26,0.6994256949,smoothed
a.sin.n,-0.27,0.7102969052,smoothed
a.sin.n,-0.28,0.7188303297,smoothed
a.sin.n,-0.29,0.7253641987,smoothed
a.sin.n,-0.3,0.7302274748,smoothed
a.sin.n,-0.31,0.7337258496,smoothed
a.sin.n,-0.32,0.7361325001,smoothed
a.sin.n,-0.33,0.7376832098,smoothed
a.sin.n,-0.34,0.7385751371,smoothed
a.sin.n,-0.35,0.7389683582,smoothed
a.sin.n,-0.36,0.7389892841,smoothed
a.sin.n,-0.37,0.7387351381,smoothed
a.sin.n,-0.38,0.7382788245,smoothed
a.sin.n,-0.39,0.7376736928,smoothed
a.sin.n,-0.4,0.7369578711,smoothed
a.sin.n,-0.41,0.7361579939,smoothed
a.sin.n,-0.42,0.7352922609,smoothed
a.sin.n,-0.43,0.7343728491,smoothed
a.sin.n,-0.44,0.7334077463,smoothed
a.sin.n,-0.45,0.7324021001,smoothed
a.sin.n,-0.46,0.7313591794,smoothed
a.sin.n,-0.47,0.7302810412,smoothed
a.sin.n,-0.48,0.7291689782,smoothed
a.sin.n,-0.49,0.7280238141,smoothed
a.sin.n,-0.5,0.7268460912,smoothed
a.sin.n,-0.51,0.7256361874,smoothed
a.sin.n,-0.52,0.7243943878,smoothed
a.sin.n,-0.53,0.7231209267,smoothed
a.sin.n,-0.54,0.7218160122,smoothed
a.sin.n,-0.55,0.7204798404,smoothed
a.sin.n,-0.56,0.7191126024,smoothed
a.sin.n,-0.57,0.717714489,smoothed
a.sin.n,-0.58,0.7162856928,smoothed
a.sin.n,-0.59,0.7148264088,smoothed
a.sin.n,-0.6,0.7133368356,smoothed
a.sin.n,-0.61,0.7118171754,smoothed
a.sin.n,-0.62,0.7102676338,smoothed
a.sin.n,-0.63,0.7086884204,smoothed
a.sin.n,-0.64,0.7070797483,smoothed
a.sin.n,-0.65,0.705441834,smoothed
a.sin.n,-0.66,0.703774898,smoothed
a.sin.n,-0.67,0.7020791641,smoothed
a.sin.n,-0.68,0.7003548597,smoothed
a.sin.n,-0.69,0.6986022154,smoothed
a.sin.n,-0.7,0.6968214654,smoothed
a.sin.n,-0.71,0.6950128473,smoothed
a.sin.n,-0.72,0.6931766018,smoothed
a.sin.n,-0.73,0.6913129728,smoothed
a.sin.n,-0.74,0.6894222077,smoothed
a.sin.n,-0.75,0.6875045566,smoothed
a.sin.n,-0.76,0.685560273,smoothed
a.sin.n,-0.77,0.6835896132,smoothed
a.sin.n,-0.78,0.6815928365,smoothed
a.sin.n,-0.79,0.6795702051,smoothed
a.sin.n,-0.8,0.6775219842,smoothed
a.sin.n,-0.81,0.6754484415,smoothed
a.sin.n,-0.82,0.6733498476,smoothed
a.sin.n,-0.83,0.6712264757,smoothed
a.sin.n,-0.84,0.6690786018,smoothed
a.sin.n,-0.85,0.666906504,smoothed
a.sin.n,-0.86,0.6647104634,smoothed
a.sin.n,-0.87,0.6624907633,smoothed
a.sin.n,-0.88,0.6602476891,smoothed
a.sin.n,-0.89,0.657981529,smoothed
a.sin.n,-0.9,0.6556925731,smoothed
a.sin.n,-0.91,0.6533811138,smoothed
a.sin.n,-0.92,0.6510474456,smoothed
a.sin.n,-0.93,0.6486918651,smoothed
a.sin.n,-0.94,0.6463146708,smoothed
a.sin.n,-0.95,0.6439161631,smoothed
a.sin.n,-0.96,0.6414966445,smoothed
a.sin.n,-0.97,0.6390564191,smoothed
a.sin.n,-0.98,0.6365957927,smoothed
a.sin.n,-0.99,0.6341150729,smoothed
a.sin.n,-1,0.631614569,smoothed
a.sin.n,-1.01,0.6290945917,smoothed
a.sin.n,-1.02,0.6265554531,smoothed
a.sin.n,-1.03,0.6239974669,smoothed
a.sin.n,-1.04,0.6214209482,smoothed
a.sin.n,-1.05,0.6188262131,smoothed
a.sin.n,-1.06,0.6162135793,smoothed
a.sin.n,-1.07,0.6135833654,smoothed
a.sin.n,-1.08,0.6109358913,smoothed
a.sin.n,-1.09,0.6082714776,smoothed
a.sin.n,-1.1,0.6055904463,smoothed
a.sin.n,-1.11,0.60289312,smoothed
a.sin.n,-1.12,0.6001798223,smoothed
a.sin.n,-1.13,0.5974508775,smoothed
a.sin.n,-1.14,0.5947066107,smoothed
a.sin.n,-1.15,0.5919473475,smoothed
a.sin.n,-1.16,0.5891734143,smoothed
a.sin.n,-1.17,0.5863851379,smoothed
a.sin.n,-1.18,0.5835828455,smoothed
a.sin.n,-1.19,0.5807668649,smoothed
a.sin.n,-1.2,0.5779375239,smoothed
a.sin.n,-1.21,0.5750951511,smoothed
a.sin.n,-1.22,0.5722400747,smoothed
a.sin.n,-1.23,0.5693726235,smoothed
a.sin.n,-1.24,0.5664931262,smoothed
a.sin.n,-1.25,0.5636019116,smoothed
a.sin.n,-1.26,0.5606993084,smoothed
a.sin.n,-1.27,0.5577856453,smoothed
a.sin.n,-1.28,0.5548612506,smoothed
a.sin.n,-1.29,0.5519264527,smoothed
a.sin.n,-1.3,0.5489815795,smoothed
a.sin.n,-1.31,0.5460269587,smoothed
a.sin.n,-1.32,0.5430629176,smoothed
a.sin.n,-1.33,0.5400897828,smoothed
a.sin.n,-1.34,0.5371078808,smoothed
a.sin.n,-1.35,0.5341175371,smoothed
a.sin.n,-1.36,0.531119077,smoothed
a.sin.n,-1.37,0.5281128247,smoothed
a.sin.n,-1.38,0.5250991039,smoothed
a.sin.n,-1.39,0.5220782375,smoothed
a.sin.n,-1.4,0.5190505476,smoothed
a.sin.n,-1.41,0.516016355,smoothed
a.sin.n,-1.42,0.5129759801,smoothed
a.sin.n,-1.43,0.5099297419,smoothed
a.sin.n,-1.44,0.5068779585,smoothed
a.sin.n,-1.45,0.5038209468,smoothed
a.sin.n,-1.46,0.5007590225,smoothed
a.sin.n,-1.47,0.4976925001,smoothed
a.sin.n,-1.48,0.494621693,smoothed
a.sin.n,-1.49,0.4915469129,smoothed
a.sin.n,-1.5,0.4884684705,smoothed
a.sin.n,-1.51,0.4853866749,smoothed
a.sin.n,-1.52,0.4823018336,smoothed
a.sin.n,-1.53,0.4792142529,smoothed
a.sin.n,-1.54,0.4761242372,smoothed
a.sin.n,-1.55,0.4730320894,smoothed
a.sin.n,-1.56,0.4699381109,smoothed
a.sin.n,-1.57,0.4668426012,smoothed
a.sin.n,-1.58,0.463745858,smoothed
a.sin.n,-1.59,0.4606481774,smoothed
a.sin.n,-1.6,0.4575498536,smoothed
a.sin.n,-1.61,0.4544511788,smoothed
a.sin.n,-1.62,0.4513524433,smoothed
a.sin.n,-1.63,0.4482539357,smoothed
a.sin.n,-1.64,0.4451559422,smoothed
a.sin.n,-1.65,0.4420587472,smoothed
a.sin.n,-1.66,0.438962633,smoothed
a.sin.n,-1.67,0.4358678796,smoothed
a.sin.n,-1.68,0.4327747652,smoothed
a.sin.n,-1.69,0.4296835655,smoothed
a.sin.n,-1.7,0.4265945539,smoothed
a.sin.n,-1.71,0.4235080019,smoothed
a.sin.n,-1.72,0.4204241784,smoothed
a.sin.n,-1.73,0.4173433501,smoothed
a.sin.n,-1.74,0.4142657813,smoothed
a.sin.n,-1.75,0.4111917338,smoothed
a.sin.n,-1.76,0.4081214671,smoothed
a.sin.n,-1.77,0.4050552383,smoothed
a.sin.n,-1.78,0.4019933019,smoothed
a.sin.n,-1.79,0.3989359098,smoothed
a.sin.n,-1.8,0.3958833116,smoothed
a.sin.n,-1.81,0.3928357541,smoothed
a.sin.n,-1.82,0.3897934816,smoothed
a.sin.n,-1.83,0.3867567358,smoothed
a.sin.n,-1.84,0.3837257557,smoothed
a.sin.n,-1.85,0.3807007777,smoothed
a.sin.n,-1.86,0.3776820354,smoothed
a.sin.n,-1.87,0.3746697598,smoothed
a.sin.n,-1.88,0.3716641791,smoothed
a.sin.n,-1.89,0.36866551869999997,smoothed
a.sin.n,-1.9,0.3656740012,smoothed
a.sin.n,-1.91,0.3626898467,smoothed
a.sin.n,-1.92,0.3597132721,smoothed
a.sin.n,-1.93,0.3567444916,smoothed
a.sin.n,-1.94,0.3537837167,smoothed
a.sin.n,-1.95,0.3508311558,smoothed
a.sin.n,-1.96,0.3478870146,smoothed
a.sin.n,-1.97,0.3449514958,smoothed
a.sin.n,-1.98,0.3420247992,smoothed
a.sin.n,-1.99,0.3391071218,smoothed
a.sin.n,-2,0.3361986575,smoothed
a.sin.n,-2.01,0.3332995974,smoothed
a.sin.n,-2.02,0.3304101296,smoothed
a.sin.n,-2.03,0.3275304392,smoothed
a.sin.n,-2.04,0.3246607083,smoothed
a.sin.n,-2.05,0.3218011161,smoothed
a.sin.n,-2.06,0.3189518389,smoothed
a.sin.n,-2.07,0.3161130497,smoothed
a.sin.n,-2.08,0.3132849188,smoothed
a.sin.n,-2.09,0.3104676135,smoothed
a.sin.n,-2.1,0.3076612978,smoothed
a.sin.n,-2.11,0.3048661329,smoothed
a.sin.n,-2.12,0.3020822771,smoothed
a.sin.n,-2.13,0.2993098855,smoothed
a.sin.n,-2.14,0.2965491101,smoothed
a.sin.n,-2.15,0.2938001002,smoothed
a.sin.n,-2.16,0.2910630018,smoothed
a.sin.n,-2.17,0.288337958,smoothed
a.sin.n,-2.18,0.2856251089,smoothed
a.sin.n,-2.19,0.2829245915,smoothed
a.sin.n,-2.2,0.2802365398,smoothed
a.sin.n,-2.21,0.277561085,smoothed
a.sin.n,-2.22,0.274898355,smoothed
a.sin.n,-2.23,0.2722484749,smoothed
a.sin.n,-2.24,0.2696115668,smoothed
a.sin.n,-2.25,0.2669877496,smoothed
a.sin.n,-2.26,0.2643771395,smoothed
a.sin.n,-2.27,0.2617798497,smoothed
a.sin.n,-2.28,0.2591959902,smoothed
a.sin.n,-2.29,0.2566256683,smoothed
a.sin.n,-2.3,0.2540689882,smoothed
a.sin.n,-2.31,0.2515260512,smoothed
a.sin.n,-2.32,0.2489969557,smoothed
a.sin.n,-2.33,0.2464817973,smoothed
a.sin.n,-2.34,0.2439806685,smoothed
a.sin.n,-2.35,0.2414936589,smoothed
a.sin.n,-2.36,0.2390208554,smoothed
a.sin.n,-2.37,0.236562342,smoothed
a.sin.n,-2.38,0.2341181998,smoothed
a.sin.n,-2.39,0.2316885069,smoothed
a.sin.n,-2.4,0.2292733389,smoothed
a.sin.n,-2.41,0.2268727684,smoothed
a.sin.n,-2.42,0.2244868652,smoothed
a.sin.n,-2.43,0.2221156964,smoothed
a.sin.n,-2.44,0.2197593264,smoothed
a.sin.n,-2.45,0.2174178166,smoothed
a.sin.n,-2.46,0.215091226,smoothed
a.sin.n,-2.47,0.2127796107,smoothed
a.sin.n,-2.48,0.2104830242,smoothed
a.sin.n,-2.49,0.2082015172,smoothed
a.sin.n,-2.5,0.2059351379,smoothed
a.sin.n,-2.51,0.2036839319,smoothed
a.sin.n,-2.52,0.201447942,smoothed
a.sin.n,-2.53,0.1992272086,smoothed
a.sin.n,-2.54,0.1970217695,smoothed
a.sin.n,-2.55,0.1948316597,smoothed
a.sin.n,-2.56,0.1926569122,smoothed
a.sin.n,-2.57,0.190497557,smoothed
a.sin.n,-2.58,0.1883536218,smoothed
a.sin.n,-2.59,0.186225132,smoothed
a.sin.n,-2.6,0.1841121103,smoothed
a.sin.n,-2.61,0.1820145772,smoothed
a.sin.n,-2.62,0.1799325506,smoothed
a.sin.n,-2.63,0.1778660463,smoothed
a.sin.n,-2.64,0.1758150776,smoothed
a.sin.n,-2.65,0.1737796555,smoothed
a.sin.n,-2.66,0.1717597888,smoothed
a.sin.n,-2.67,0.1697554838,smoothed
a.sin.n,-2.68,0.1677667448,smoothed
a.sin.n,-2.69,0.1657935738,smoothed
a.sin.n,-2.7,0.1638359707,smoothed
a.sin.n,-2.71,0.161893933,smoothed
a.sin.n,-2.72,0.1599674564,smoothed
a.sin.n,-2.73,0.1580565342,smoothed
a.sin.n,-2.74,0.1561611577,smoothed
a.sin.n,-2.75,0.1542813163,smoothed
a.sin.n,-2.76,0.1524169971,smoothed
a.sin.n,-2.77,0.1505681854,smoothed
a.sin.n,-2.78,0.1487348644,smoothed
a.sin.n,-2.79,0.1469170155,smoothed
a.sin.n,-2.8,0.145114618,smoothed
a.sin.n,-2.81,0.1433276494,smoothed
a.sin.n,-2.82,0.1415560853,smoothed
a.sin.n,-2.83,0.1397998996,smoothed
a.sin.n,-2.84,0.1380590641,smoothed
a.sin.n,-2.85,0.1363335491,smoothed
a.sin.n,-2.86,0.134623323,smoothed
a.sin.n,-2.87,0.1329283524,smoothed
a.sin.n,-2.88,0.1312486024,smoothed
a.sin.n,-2.89,0.1295840363,smoothed
a.sin.n,-2.9,0.1279346157,smoothed
a.sin.n,-2.91,0.1263003007,smoothed
a.sin.n,-2.92,0.1246810498,smoothed
a.sin.n,-2.93,0.1230768198,smoothed
a.sin.n,-2.94,0.1214875662,smoothed
a.sin.n,-2.95,0.1199132427,smoothed
a.sin.n,-2.96,0.1183538018,smoothed
a.sin.n,-2.97,0.1168091945,smoothed
a.sin.n,-2.98,0.1152793701,smoothed
a.sin.n,-2.99,0.1137642769,smoothed
a.sin.n,-3,0.1122638615,smoothed
a.sin.n,-3.01,0.1107780694,smoothed
a.sin.n,-3.02,0.1093068447,smoothed
a.sin.n,-3.03,0.1078501303,smoothed
a.sin.n,-3.04,0.1064078676,smoothed
a.sin.n,-3.05,0.104979997,smoothed
a.sin.n,-3.06,0.1035664576,smoothed
a.sin.n,-3.07,0.1021671874,smoothed
a.sin.n,-3.08,0.1007821232,smoothed
a.sin.n,-3.09,0.0994112008,smoothed
a.sin.n,-3.1,0.0980543546,smoothed
a.sin.n,-3.11,0.0967115183,smoothed
a.sin.n,-3.12,0.0953826244,smoothed
a.sin.n,-3.13,0.0940676043,smoothed
a.sin.n,-3.14,0.0927663886,smoothed
a.sin.n,-3.15,0.0914789068,smoothed
a.sin.n,-3.16,0.0902050875,smoothed
a.sin.n,-3.17,0.0889448584,smoothed
a.sin.n,-3.18,0.0876981464,smoothed
a.sin.n,-3.19,0.0864648775,smoothed
a.sin.n,-3.2,0.0852449767,smoothed
a.sin.n,-3.21,0.0840383685,smoothed
a.sin.n,-3.22,0.0828449765,smoothed
a.sin.n,-3.23,0.0816647233,smoothed
a.sin.n,-3.24,0.0804975313,smoothed
a.sin.n,-3.25,0.0793433216,smoothed
a.sin.n,-3.26,0.0782020151,smoothed
a.sin.n,-3.27,0.0770735318,smoothed
a.sin.n,-3.28,0.0759577911,smoothed
a.sin.n,-3.29,0.0748547118,smoothed
a.sin.n,-3.3,0.0737642123,smoothed
a.sin.n,-3.31,0.0726862102,smoothed
a.sin.n,-3.32,0.0716206226,smoothed
a.sin.n,-3.33,0.0705673662,smoothed
a.sin.n,-3.34,0.0695263571,smoothed
a.sin.n,-3.35,0.068497511,smoothed
a.sin.n,-3.36,0.0674807433,smoothed
a.sin.n,-3.37,0.0664759686,smoothed
a.sin.n,-3.38,0.0654831014,smoothed
a.sin.n,-3.39,0.0645020558,smoothed
a.sin.n,-3.4,0.0635327455,smoothed
a.sin.n,-3.41,0.0625750838,smoothed
a.sin.n,-3.42,0.0616289838,smoothed
a.sin.n,-3.43,0.0606943581,smoothed
a.sin.n,-3.44,0.0597711194,smoothed
a.sin.n,-3.45,0.0588591798,smoothed
a.sin.n,-3.46,0.0579584514,smoothed
a.sin.n,-3.47,0.0570688458,smoothed
a.sin.n,-3.48,0.0561902748,smoothed
a.sin.n,-3.49,0.0553226497,smoothed
a.sin.n,-3.5,0.0544658818,smoothed
a.sin.n,-3.51,0.0536198822,smoothed
a.sin.n,-3.52,0.052784562,smoothed
a.sin.n,-3.53,0.0519598321,smoothed
a.sin.n,-3.54,0.0511456033,smoothed
a.sin.n,-3.55,0.0503417864,smoothed
a.sin.n,-3.56,0.0495482921,smoothed
a.sin.n,-3.57,0.0487650312,smoothed
a.sin.n,-3.58,0.0479919143,smoothed
a.sin.n,-3.59,0.0472288521,smoothed
a.sin.n,-3.6,0.0464757553,smoothed
a.sin.n,-3.61,0.0457325348,smoothed
a.sin.n,-3.62,0.0449991013,smoothed
a.sin.n,-3.63,0.0442753657,smoothed
a.sin.n,-3.64,0.043561239,smoothed
a.sin.n,-3.65,0.0428566323,smoothed
a.sin.n,-3.66,0.0421614567,smoothed
a.sin.n,-3.67,0.0414756236,smoothed
a.sin.n,-3.68,0.0407990445,smoothed
a.sin.n,-3.69,0.0401316309,smoothed
a.sin.n,-3.7,0.0394732946,smoothed
a.sin.n,-3.71,0.0388239477,smoothed
a.sin.n,-3.72,0.0381835022,smoothed
a.sin.n,-3.73,0.0375518707,smoothed
a.sin.n,-3.74,0.0369289657,smoothed
a.sin.n,-3.75,0.0363147,smoothed
a.sin.n,-3.76,0.0357089868,smoothed
a.sin.n,-3.77,0.0351117395,smoothed
a.sin.n,-3.78,0.0345228716,smoothed
a.sin.n,-3.79,0.033942297,smoothed
a.sin.n,-3.8,0.0333699301,smoothed
a.sin.n,-3.81,0.0328056853,smoothed
a.sin.n,-3.82,0.0322494774,smoothed
a.sin.n,-3.83,0.0317012216,smoothed
a.sin.n,-3.84,0.0311608335,smoothed
a.sin.n,-3.85,0.0306282288,smoothed
a.sin.n,-3.86,0.0301033238,smoothed
a.sin.n,-3.87,0.029586035,smoothed
a.sin.n,-3.88,0.0290762795,smoothed
a.sin.n,-3.89,0.0285739744,smoothed
a.sin.n,-3.9,0.0280790377,smoothed
a.sin.n,-3.91,0.0275913872,smoothed
a.sin.n,-3.92,0.0271109418,smoothed
a.sin.n,-3.93,0.0266376201,smoothed
a.sin.n,-3.94,0.0261713418,smoothed
a.sin.n,-3.95,0.0257120264,smoothed
a.sin.n,-3.96,0.0252595945,smoothed
a.sin.n,-3.97,0.0248139665,smoothed
a.sin.n,-3.98,0.0243750637,smoothed
a.sin.n,-3.99,0.0239428076,smoothed
a.sin.n,-4,0.0235171204,smoothed
a.sin.n,-4.01,0.0230979247,smoothed
a.sin.n,-4.02,0.0226851434,smoothed
a.sin.n,-4.03,0.0222787,smoothed
a.sin.n,-4.04,0.0218785187,smoothed
a.sin.n,-4.05,0.0214845238,smoothed
a.sin.n,-4.06,0.0210966403,smoothed
a.sin.n,-4.07,0.0207147939,smoothed
a.sin.n,-4.08,0.0203389104,smoothed
a.sin.n,-4.09,0.0199689165,smoothed
a.sin.n,-4.1,0.0196047392,smoothed
a.sin.n,-4.11,0.019246306,smoothed
a.sin.n,-4.12,0.0188935451,smoothed
a.sin.n,-4.13,0.0185463851,smoothed
a.sin.n,-4.14,0.0182047551,smoothed
a.sin.n,-4.15,0.0178685848,smoothed
a.sin.n,-4.16,0.0175378045,smoothed
a.sin.n,-4.17,0.017212345,smoothed
a.sin.n,-4.18,0.0168921376,smoothed
a.sin.n,-4.19,0.0165771142,smoothed
a.sin.n,-4.2,0.0162672071,smoothed
a.sin.n,-4.21,0.0159623495,smoothed
a.sin.n,-4.22,0.0156624747,smoothed
a.sin.n,-4.23,0.0153675169,smoothed
a.sin.n,-4.24,0.0150774108,smoothed
a.sin.n,-4.25,0.0147920915,smoothed
a.sin.n,-4.26,0.0145114949,smoothed
a.sin.n,-4.27,0.0142355572,smoothed
a.sin.n,-4.28,0.0139642154,smoothed
a.sin.n,-4.29,0.0136974069,smoothed
a.sin.n,-4.3,0.0134350698,smoothed
a.sin.n,-4.31,0.0131771425,smoothed
a.sin.n,-4.32,0.0129235644,smoothed
a.sin.n,-4.33,0.0126742751,smoothed
a.sin.n,-4.34,0.0124292149,smoothed
a.sin.n,-4.35,0.0121883247,smoothed
a.sin.n,-4.36,0.0119515459,smoothed
a.sin.n,-4.37,0.0117188205,smoothed
a.sin.n,-4.38,0.0114900911,smoothed
a.sin.n,-4.39,0.0112653007,smoothed
a.sin.n,-4.4,0.0110443931,smoothed
a.sin.n,-4.41,0.0108273126,smoothed
a.sin.n,-4.42,0.0106140039,smoothed
a.sin.n,-4.43,0.0104044125,smoothed
a.sin.n,-4.44,0.0101984842,smoothed
a.sin.n,-4.45,0.0099961657,smoothed
a.sin.n,-4.46,0.009797404,smoothed
a.sin.n,-4.47,0.0096021466,smoothed
a.sin.n,-4.48,0.0094103419,smoothed
a.sin.n,-4.49,0.0092219385,smoothed
a.sin.n,-4.5,0.0090368857,smoothed
a.sin.n,-4.51,0.0088551334,smoothed
a.sin.n,-4.52,0.0086766319,smoothed
a.sin.n,-4.53,0.0085013323,smoothed
a.sin.n,-4.54,0.008329186,smoothed
a.sin.n,-4.55,0.0081601451,smoothed
a.sin.n,-4.56,0.0079941621,smoothed
a.sin.n,-4.57,0.0078311901,smoothed
a.sin.n,-4.58,0.0076711829,smoothed
a.sin.n,-4.59,0.0075140945,smoothed
a.sin.n,-4.6,0.0073598798,smoothed
a.sin.n,-4.61,0.007208494,smoothed
a.sin.n,-4.62,0.0070598929,smoothed
a.sin.n,-4.63,0.0069140327,smoothed
a.sin.n,-4.64,0.0067708703,smoothed
a.sin.n,-4.65,0.0066303632,smoothed
a.sin.n,-4.66,0.006492469,smoothed
a.sin.n,-4.67,0.0063571463,smoothed
a.sin.n,-4.68,0.0062243538,smoothed
a.sin.n,-4.69,0.0060940511,smoothed
a.sin.n,-4.7,0.005966198,smoothed
a.sin.n,-4.71,0.0058407548,smoothed
a.sin.n,-4.72,0.0057176826,smoothed
a.sin.n,-4.73,0.0055969428,smoothed
a.sin.n,-4.74,0.0054784971,smoothed
a.sin.n,-4.75,0.005362308,smoothed
a.sin.n,-4.76,0.0052483383,smoothed
a.sin.n,-4.77,0.0051365514,smoothed
a.sin.n,-4.78,0.0050269111,smoothed
a.sin.n,-4.79,0.0049193818,smoothed
a.sin.n,-4.8,0.0048139281,smoothed
a.sin.n,-4.81,0.0047105153,smoothed
a.sin.n,-4.82,0.0046091091,smoothed
a.sin.n,-4.83,0.0045096756,smoothed
a.sin.n,-4.84,0.0044121815,smoothed
a.sin.n,-4.85,0.0043165939,smoothed
a.sin.n,-4.86,0.0042228802,smoothed
a.sin.n,-4.87,0.0041310084,smoothed
a.sin.n,-4.88,0.0040409469,smoothed
a.sin.n,-4.89,0.0039526646,smoothed
a.sin.n,-4.9,0.0038661307,smoothed
a.sin.n,-4.91,0.003781315,smoothed
a.sin.n,-4.92,0.0036981875,smoothed
a.sin.n,-4.93,0.0036167188,smoothed
a.sin.n,-4.94,0.0035368799,smoothed
a.sin.n,-4.95,0.0034586422,smoothed
a.sin.n,-4.96,0.0033819774,smoothed
a.sin.n,-4.97,0.0033068578,smoothed
a.sin.n,-4.98,0.003233256,smoothed
a.sin.n,-4.99,0.0031611449,smoothed
a.sin.n,-5,0.0030904981,smoothed
a.tab.n,-0,0.0311091452,smoothed
a.tab.n,-0.01,0.0354842122,smoothed
a.tab.n,-0.02,0.0403103884,smoothed
a.tab.n,-0.03,0.0456085863,smoothed
a.tab.n,-0.04,0.0513970002,smoothed
a.tab.n,-0.05,0.057690573,smoothed
a.tab.n,-0.06,0.0645004783,smoothed
a.tab.n,-0.07,0.0718336333,smoothed
a.tab.n,-0.08,0.0796922562,smoothed
a.tab.n,-0.09,0.0880734836,smoothed
a.tab.n,-0.1,0.0969690615,smoothed
a.tab.n,-0.11,0.1063651221,smoothed
a.tab.n,-0.12,0.1162420586,smoothed
a.tab.n,-0.13,0.1265745058,smoothed
a.tab.n,-0.14,0.1373314331,smoothed
a.tab.n,-0.15,0.1484763529,smoothed
a.tab.n,-0.16,0.1599676445,smoothed
a.tab.n,-0.17,0.1717589903,smoothed
a.tab.n,-0.18,0.1837999165,smoothed
a.tab.n,-0.19,0.1960364294,smoothed
a.tab.n,-0.2,0.2084117331,smoothed
a.tab.n,-0.21,0.2208670134,smoothed
a.tab.n,-0.22,0.2333422694,smoothed
a.tab.n,-0.23,0.2457771739,smoothed
a.tab.n,-0.24,0.2581119413,smoothed
a.tab.n,-0.25,0.2702881825,smoothed
a.tab.n,-0.26,0.2822497269,smoothed
a.tab.n,-0.27,0.2939433909,smoothed
a.tab.n,-0.28,0.3053196773,smoothed
a.tab.n,-0.29,0.3163333888,smoothed
a.tab.n,-0.3,0.3269441434,smoothed
a.tab.n,-0.31,0.3371167835,smoothed
